customer_idx,risk_segment,y_true,p_churn_original,monthly_charges,tenure,is_senior_alone,has_support,internet_fiber,contract_m2m,payment_echeck,discount_id,discount_label,p_churn_after,retention_lift,cost_annual,revenue_saved,roi
1131,Low Risk,0,0.11517021805047989,69.35,67.0,0,1,0,0,0,none,Kein pos. ROI verfuegbar,0.11517021805047989,0.0,0.0,0.0,0.0
1132,Low Risk,0,0.040914446115493774,60.05,69.0,0,1,0,0,0,none,Kein pos. ROI verfuegbar,0.040914446115493774,0.0,0.0,0.0,0.0
1133,High Risk,1,0.7160316109657288,70.1,8.0,0,0,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.1412249654531479,0.5748066455125809,252.35999999999996,967.054700410366,2.8320443034172063
1134,High Risk,1,0.8772284984588623,30.4,2.0,1,0,0,1,1,contract_2y,Jahresvertrag 2J (-15%),0.4726070463657379,0.4046214520931244,109.44,295.21181144714353,1.6974763472874959
1135,Medium Risk,1,0.6779099106788635,21.0,1.0,0,0,0,1,1,contract_2y,Jahresvertrag 2J (-15%),0.18236283957958221,0.4955470710992813,75.6,249.75572383403778,2.3036471406618757
1136,Medium Risk,0,0.6560705304145813,19.45,1.0,0,0,0,1,1,contract_2y,Jahresvertrag 2J (-15%),0.19095535576343536,0.46511517465114594,70.02,217.1157635271549,2.10076783100764
1137,High Risk,0,0.8845378756523132,103.45,15.0,0,1,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.5050204396247864,0.37951743602752686,372.42,942.2658901691437,1.5301162401835127
1138,High Risk,0,0.804011881351471,87.95,6.0,0,1,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.19187721610069275,0.6121346652507782,316.62,1292.0938514113427,3.0808977683385215
1139,Medium Risk,0,0.5646222233772278,25.85,1.0,0,0,0,0,0,support_bundle,Support-Paket (-8%),0.34764280915260315,0.21697941422462463,49.632000000000005,134.61402858495714,1.712242677807808
1140,High Risk,1,0.9186056852340698,85.3,3.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.43598148226737976,0.48262420296669006,307.08,988.0282683134078,2.2174946864446006
1141,Low Risk,0,0.032446470111608505,24.35,58.0,0,0,0,0,0,none,Kein pos. ROI verfuegbar,0.032446470111608505,0.0,0.0,0.0,0.0
1142,Low Risk,0,0.05541114881634712,66.1,66.0,0,1,0,0,0,none,Kein pos. ROI verfuegbar,0.05541114881634712,0.0,0.0,0.0,0.0
1143,Low Risk,0,0.05108991265296936,79.2,52.0,0,1,0,0,1,none,Kein pos. ROI verfuegbar,0.05108991265296936,0.0,0.0,0.0,0.0
1144,Low Risk,0,0.10338859260082245,100.55,39.0,0,1,1,0,0,none,Kein pos. ROI verfuegbar,0.10338859260082245,0.0,0.0,0.0,0.0
1145,Low Risk,0,0.07450183480978012,20.35,50.0,0,0,0,0,0,none,Kein pos. ROI verfuegbar,0.07450183480978012,0.0,0.0,0.0,0.0
1146,Low Risk,0,0.16660238802433014,70.9,29.0,0,0,0,0,0,none,Kein pos. ROI verfuegbar,0.16660238802433014,0.0,0.0,0.0,0.0
1147,Low Risk,0,0.24912503361701965,100.9,55.0,0,1,1,0,0,none,Kein pos. ROI verfuegbar,0.24912503361701965,0.0,0.0,0.0,0.0
1148,Medium Risk,0,0.4047483205795288,105.7,67.0,0,0,1,0,0,support_bundle,Support-Paket (-8%),0.23947374522686005,0.16527457535266876,202.944,419.26854275465007,1.0659321919083595
1149,Low Risk,0,0.0756368637084961,104.65,71.0,0,1,1,0,0,none,Kein pos. ROI verfuegbar,0.0756368637084961,0.0,0.0,0.0,0.0
1150,High Risk,0,0.7492384910583496,107.75,45.0,0,0,1,1,0,support_bundle,Support-Paket (-8%),0.5996130108833313,0.1496254801750183,206.88000000000002,386.93149173259735,0.8703185021877287
1151,Medium Risk,1,0.6238056421279907,19.9,1.0,0,0,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.14971767365932465,0.4740879684686661,71.64,226.42441374063492,2.160586456457774
1152,High Risk,1,0.854862630367279,50.55,1.0,1,0,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.3787228465080261,0.47613978385925293,181.98,577.6527857780457,2.174265225728353
1153,High Risk,1,0.8862426280975342,80.95,2.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.3479379117488861,0.5383047163486481,291.42,1045.8184029221534,2.5886981089909864
1154,Low Risk,0,0.26143544912338257,53.4,67.0,0,1,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.06014152988791466,0.2012939192354679,192.24,257.9782868921757,0.341959461569786
1155,Low Risk,0,0.39580270648002625,61.4,7.0,0,1,0,1,1,contract_2y,Jahresvertrag 2J (-15%),0.08175939321517944,0.3140433132648468,221.03999999999996,462.77422642707825,1.0936220884323125
1156,Low Risk,0,0.008855282329022884,64.05,71.0,0,1,0,0,0,none,Kein pos. ROI verfuegbar,0.008855282329022884,0.0,0.0,0.0,0.0
1157,Medium Risk,1,0.6802478432655334,78.55,18.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.20410583913326263,0.4761420041322708,282.78,897.6229061901569,2.174280027548472
1158,Low Risk,0,0.010989487171173096,23.55,72.0,0,0,0,0,0,none,Kein pos. ROI verfuegbar,0.010989487171173096,0.0,0.0,0.0,0.0
1159,Low Risk,0,0.08759714663028717,26.9,47.0,0,0,0,0,1,none,Kein pos. ROI verfuegbar,0.08759714663028717,0.0,0.0,0.0,0.0
1160,Low Risk,0,0.36962270736694336,90.8,32.0,0,1,1,0,1,none,Kein pos. ROI verfuegbar,0.36962270736694336,0.0,0.0,0.0,0.0
1161,Medium Risk,1,0.43908917903900146,39.1,24.0,0,1,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.09428415447473526,0.3448050245642662,140.76,323.56503505110743,1.298700163761775
1162,High Risk,1,0.9102318286895752,85.7,2.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.4098537564277649,0.5003780722618103,308.52,1029.1776190280916,2.3358538150787362
1163,High Risk,0,0.771914005279541,73.85,6.0,0,0,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.17625127732753754,0.5956627279520035,265.85999999999996,1055.7526190221308,2.9710848530133567
1164,Low Risk,0,0.19545507431030273,50.6,24.0,0,1,0,0,0,none,Kein pos. ROI verfuegbar,0.19545507431030273,0.0,0.0,0.0,0.0
1165,High Risk,1,0.8380941152572632,70.65,2.0,1,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.3068036437034607,0.5312904715538025,254.34,900.8561235666275,2.5419364770253496
1166,Low Risk,0,0.38091111183166504,63.55,22.0,0,1,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.07135166227817535,0.3095594495534897,228.77999999999997,472.14007245898244,1.0637296636899314
1167,Low Risk,0,0.02897229976952076,77.35,72.0,0,1,0,0,0,none,Kein pos. ROI verfuegbar,0.02897229976952076,0.0,0.0,0.0,0.0
1168,Low Risk,0,0.06550222635269165,72.95,70.0,0,1,0,0,0,none,Kein pos. ROI verfuegbar,0.06550222635269165,0.0,0.0,0.0,0.0
1169,High Risk,1,0.8644224405288696,75.5,3.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.31793901324272156,0.5464834272861481,271.79999999999995,990.2279702425003,2.643222848574321
1170,Medium Risk,1,0.6082257032394409,45.05,17.0,1,0,0,1,1,contract_2y,Jahresvertrag 2J (-15%),0.1858167201280594,0.42240898311138153,162.17999999999998,456.7085925400257,1.8160598874092102
1171,Low Risk,0,0.005651614163070917,24.75,72.0,0,0,0,0,0,none,Kein pos. ROI verfuegbar,0.005651614163070917,0.0,0.0,0.0,0.0
1172,Medium Risk,0,0.47320109605789185,54.95,10.0,0,1,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.08780428767204285,0.385396808385849,197.82,508.2613108992577,1.5693120559056604
1173,High Risk,1,0.7857716083526611,89.35,5.0,0,1,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.2043442577123642,0.5814273506402969,321.65999999999997,1246.8128107130526,2.8761823376019797
1174,Low Risk,0,0.33645039796829224,109.7,67.0,0,1,1,0,0,none,Kein pos. ROI verfuegbar,0.33645039796829224,0.0,0.0,0.0,0.0
1175,High Risk,0,0.710268497467041,29.9,3.0,0,1,0,1,1,contract_2y,Jahresvertrag 2J (-15%),0.21396750211715698,0.49630099534988403,107.63999999999999,356.14559426307676,2.3086733023325605
1176,Low Risk,0,0.3288624584674835,99.1,39.0,0,1,1,0,0,none,Kein pos. ROI verfuegbar,0.3288624584674835,0.0,0.0,0.0,0.0
1177,Medium Risk,0,0.4156774878501892,92.55,53.0,0,1,1,1,1,contract_1y,Jahresvertrag 1J (-10%),0.19572167098522186,0.21995581686496735,222.12,488.56586042046547,1.1995581686496735
1178,High Risk,1,0.8755377531051636,73.5,1.0,0,0,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.297956258058548,0.5775814950466156,264.6,1018.8537572622299,2.8505433003107705
1179,Low Risk,0,0.004757276736199856,18.7,25.0,0,0,0,0,0,none,Kein pos. ROI verfuegbar,0.004757276736199856,0.0,0.0,0.0,0.0
1180,Medium Risk,0,0.5587649941444397,108.65,46.0,0,1,1,0,1,payment_switch,Kreditkarten-Umstieg,0.4992541968822479,0.05951079726219177,120.0,155.18035494089128,0.2931696245074273
1181,Low Risk,0,0.2999483048915863,107.0,59.0,0,1,1,0,0,none,Kein pos. ROI verfuegbar,0.2999483048915863,0.0,0.0,0.0,0.0
1182,Low Risk,0,0.20877990126609802,110.8,60.0,0,1,1,0,0,none,Kein pos. ROI verfuegbar,0.20877990126609802,0.0,0.0,0.0,0.0
1183,Low Risk,0,0.031897999346256256,24.6,40.0,0,0,0,0,0,none,Kein pos. ROI verfuegbar,0.031897999346256256,0.0,0.0,0.0,0.0
1184,Medium Risk,0,0.6303055286407471,51.2,1.0,0,1,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.1278856098651886,0.5024199187755585,184.32,617.3735961914062,2.34946612517039
1185,Low Risk,0,0.0048087346367537975,19.4,72.0,0,0,0,0,0,none,Kein pos. ROI verfuegbar,0.0048087346367537975,0.0,0.0,0.0,0.0
1186,Low Risk,0,0.3659525215625763,44.8,48.0,0,1,0,1,1,contract_1y,Jahresvertrag 1J (-10%),0.1884789913892746,0.1774735301733017,107.51999999999998,190.81953964233398,0.7747353017330172
1187,Low Risk,0,0.008265310898423195,109.5,72.0,0,1,1,0,0,none,Kein pos. ROI verfuegbar,0.008265310898423195,0.0,0.0,0.0,0.0
1188,Low Risk,1,0.22555601596832275,105.2,46.0,0,1,1,0,0,none,Kein pos. ROI verfuegbar,0.22555601596832275,0.0,0.0,0.0,0.0
1189,Low Risk,0,0.29148009419441223,94.3,20.0,0,1,1,0,0,none,Kein pos. ROI verfuegbar,0.29148009419441223,0.0,0.0,0.0,0.0
1190,Low Risk,1,0.28991463780403137,19.6,3.0,0,0,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.04682110622525215,0.24309353157877922,70.56,114.35119725465776,0.6206235438585284
1191,Medium Risk,0,0.6325507164001465,86.1,32.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.14895065128803253,0.48360006511211395,309.96,999.3111745476722,2.2240004340807595
1192,Low Risk,0,0.15950670838356018,54.9,50.0,0,0,0,0,0,none,Kein pos. ROI verfuegbar,0.15950670838356018,0.0,0.0,0.0,0.0
1193,Medium Risk,1,0.41965383291244507,111.1,54.0,0,1,1,1,1,contract_1y,Jahresvertrag 1J (-10%),0.28873541951179504,0.13091841340065002,266.64,349.0808574914932,0.3091841340065002
1194,High Risk,1,0.7495890855789185,69.95,5.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.19901099801063538,0.5505780875682831,251.82,924.3104934096336,2.670520583788554
1195,Low Risk,0,0.19192667305469513,19.8,15.0,0,0,0,1,0,contract_1y,Jahresvertrag 1J (-10%),0.08823119848966599,0.10369547456502914,47.52,49.276089513301855,0.03695474565029149
1196,Medium Risk,0,0.46931928396224976,89.4,54.0,0,0,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.13249869644641876,0.336820587515831,321.84000000000003,722.682252573967,1.2454705834388733
1197,Medium Risk,1,0.6164781451225281,35.0,18.0,0,0,0,1,1,contract_2y,Jahresvertrag 2J (-15%),0.16203688085079193,0.45444126427173615,126.0,381.73066198825836,2.029608428478241
1198,High Risk,0,0.7648628354072571,46.6,2.0,0,0,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.2278422862291336,0.5370205491781235,167.76,600.6037822008134,2.580136994520824
1199,Low Risk,0,0.005096838343888521,19.35,18.0,0,0,0,0,0,none,Kein pos. ROI verfuegbar,0.005096838343888521,0.0,0.0,0.0,0.0
1200,Low Risk,0,0.11314702033996582,70.2,41.0,0,1,0,0,0,none,Kein pos. ROI verfuegbar,0.11314702033996582,0.0,0.0,0.0,0.0
1201,Low Risk,0,0.006519119720906019,19.1,29.0,0,0,0,0,0,none,Kein pos. ROI verfuegbar,0.006519119720906019,0.0,0.0,0.0,0.0
1202,Medium Risk,0,0.538500189781189,108.25,53.0,0,1,1,1,0,contract_1y,Jahresvertrag 1J (-10%),0.40160661935806274,0.13689357042312622,259.8,355.6494959592819,0.36893570423126215
1203,Medium Risk,1,0.58132404088974,100.0,55.0,1,0,1,0,1,support_bundle,Support-Paket (-8%),0.4471021890640259,0.1342218518257141,192.0,322.13244438171387,0.6777731478214264
1204,Low Risk,0,0.06758802384138107,86.9,69.0,0,1,0,0,0,none,Kein pos. ROI verfuegbar,0.06758802384138107,0.0,0.0,0.0,0.0
1205,High Risk,1,0.7228561043739319,95.9,25.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.22162705659866333,0.5012290477752686,345.24,1153.6287763595583,2.3415269851684575
1206,Low Risk,0,0.0585578978061676,79.6,50.0,0,1,0,0,0,none,Kein pos. ROI verfuegbar,0.0585578978061676,0.0,0.0,0.0,0.0
1207,High Risk,1,0.841589093208313,74.95,14.0,1,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.35674574971199036,0.48484334349632263,269.82,872.1362062811852,2.2322889566421513
1208,Low Risk,0,0.03986458480358124,20.85,8.0,0,0,0,0,0,none,Kein pos. ROI verfuegbar,0.03986458480358124,0.0,0.0,0.0,0.0
1209,Low Risk,0,0.11685743182897568,74.85,30.0,0,0,0,0,1,none,Kein pos. ROI verfuegbar,0.11685743182897568,0.0,0.0,0.0,0.0
1210,Low Risk,0,0.026939991861581802,25.1,65.0,0,0,0,0,0,none,Kein pos. ROI verfuegbar,0.026939991861581802,0.0,0.0,0.0,0.0
1211,High Risk,0,0.7567493319511414,94.65,67.0,0,0,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.3696320354938507,0.38711729645729065,340.74,879.3756506323815,1.5807819763819377
1212,High Risk,1,0.7951202988624573,100.2,30.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.3036680221557617,0.49145227670669556,360.71999999999997,1181.8444350242617,2.276348511377971
1213,Low Risk,0,0.057225797325372696,20.4,54.0,0,0,0,0,0,none,Kein pos. ROI verfuegbar,0.057225797325372696,0.0,0.0,0.0,0.0
1214,High Risk,1,0.8802574872970581,86.0,2.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.34607985615730286,0.5341776311397552,309.6,1102.5426306724548,2.561184207598368
1215,High Risk,0,0.7359523773193359,96.55,20.0,0,1,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.222047820687294,0.5139045566320419,347.5799999999999,1190.8196386277675,2.426030377546947
1216,Medium Risk,0,0.6725205183029175,83.15,35.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.20194131135940552,0.47057920694351196,299.34000000000003,939.0878653764726,2.1371947129567466
1217,Low Risk,0,0.17597058415412903,104.9,72.0,0,1,1,0,0,none,Kein pos. ROI verfuegbar,0.17597058415412903,0.0,0.0,0.0,0.0
1218,Low Risk,0,0.011869837529957294,82.3,72.0,0,1,0,0,0,none,Kein pos. ROI verfuegbar,0.011869837529957294,0.0,0.0,0.0,0.0
1219,Low Risk,0,0.09186048805713654,55.0,34.0,0,1,0,0,0,none,Kein pos. ROI verfuegbar,0.09186048805713654,0.0,0.0,0.0,0.0
1220,Low Risk,0,0.22064772248268127,50.2,34.0,0,1,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.03878943249583244,0.18185828998684883,180.72,219.10286777615545,0.21238859991232542
1221,High Risk,0,0.755121111869812,45.3,1.0,0,0,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.22318802773952484,0.5319330841302872,163.07999999999998,578.3176490664482,2.5462205608685813
1222,Low Risk,0,0.011881504207849503,18.8,19.0,0,0,0,0,0,none,Kein pos. ROI verfuegbar,0.011881504207849503,0.0,0.0,0.0,0.0
1223,Low Risk,0,0.39075663685798645,49.45,16.0,0,1,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.06429446488618851,0.32646217197179794,178.02,387.4453056961298,1.1764144798119862
1224,High Risk,1,0.9448389410972595,69.85,1.0,1,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.5537662506103516,0.39107269048690796,251.45999999999998,655.5942583322525,1.60715126991272
1225,Low Risk,0,0.24487178027629852,73.55,64.0,0,1,1,1,0,contract_1y,Jahresvertrag 1J (-10%),0.09482074528932571,0.1500510349869728,176.52,264.8700869590044,0.5005103498697281
1226,Low Risk,1,0.17022109031677246,59.3,51.0,0,1,0,0,1,none,Kein pos. ROI verfuegbar,0.17022109031677246,0.0,0.0,0.0,0.0
1227,Low Risk,0,0.3551565408706665,20.55,10.0,0,0,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.07028495520353317,0.28487158566713333,73.98,140.49866605103017,0.8991439044475555
1228,High Risk,0,0.8543084263801575,75.4,7.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.32174161076545715,0.5325668156147003,271.44,963.7329095363618,2.550445437431336
1229,High Risk,1,0.7314344644546509,90.2,20.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.20083442330360413,0.5306000411510468,324.71999999999997,1148.642969083786,2.5373336076736455
1230,High Risk,0,0.7614654302597046,80.45,31.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.25034475326538086,0.5111206769943237,289.62,986.8718031406402,2.4074711799621578
1231,Low Risk,0,0.07746292650699615,25.0,51.0,1,0,0,0,0,none,Kein pos. ROI verfuegbar,0.07746292650699615,0.0,0.0,0.0,0.0
1232,Low Risk,0,0.14395183324813843,111.6,64.0,0,1,1,0,0,none,Kein pos. ROI verfuegbar,0.14395183324813843,0.0,0.0,0.0,0.0
1233,Low Risk,0,0.12835253775119781,58.75,29.0,0,1,0,0,1,none,Kein pos. ROI verfuegbar,0.12835253775119781,0.0,0.0,0.0,0.0
1234,Low Risk,0,0.03160490095615387,66.85,71.0,0,1,0,0,0,none,Kein pos. ROI verfuegbar,0.03160490095615387,0.0,0.0,0.0,0.0
1235,High Risk,1,0.9215714931488037,74.25,1.0,0,0,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.38109472393989563,0.5404767692089081,267.29999999999995,963.1296027302742,2.603178461392721
1236,High Risk,1,0.8422152400016785,93.5,4.0,0,1,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.2720632255077362,0.5701520144939423,336.6,1279.4211205244064,2.8010134299596148
1237,High Risk,0,0.8546596169471741,84.6,12.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.3268490433692932,0.5278105735778809,304.56,1071.6665885925293,2.5187371571858725
1238,Low Risk,0,0.19065453112125397,89.95,68.0,0,0,1,0,0,support_bundle,Support-Paket (-8%),0.09831783920526505,0.09233669191598892,172.704,199.3364505082369,0.1542086489498616
1239,High Risk,0,0.8827320337295532,94.55,12.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.4337221384048462,0.44900989532470703,340.38,1018.8932544708251,1.9933993021647134
1240,Low Risk,0,0.14567211270332336,101.05,61.0,0,0,1,0,0,none,Kein pos. ROI verfuegbar,0.14567211270332336,0.0,0.0,0.0,0.0
1241,Medium Risk,1,0.48649534583091736,90.1,28.0,0,0,1,0,0,support_bundle,Support-Paket (-8%),0.3221970200538635,0.16429832577705383,172.992,355.2786996603012,1.053729072213173
1242,Low Risk,0,0.011184136383235455,20.05,38.0,0,0,0,0,0,none,Kein pos. ROI verfuegbar,0.011184136383235455,0.0,0.0,0.0,0.0
1243,High Risk,1,0.7455669641494751,69.75,2.0,0,0,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.1692456603050232,0.5763213038444519,251.10000000000002,964.7618626356125,2.842142025629679
1244,Low Risk,0,0.21598823368549347,65.35,19.0,0,1,0,0,0,none,Kein pos. ROI verfuegbar,0.21598823368549347,0.0,0.0,0.0,0.0
1245,Medium Risk,0,0.6372509002685547,55.3,4.0,0,0,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.14544521272182465,0.49180568754673004,199.07999999999998,652.7245085120201,2.278704583644867
1246,Low Risk,0,0.04116183891892433,69.85,57.0,1,1,0,0,0,none,Kein pos. ROI verfuegbar,0.04116183891892433,0.0,0.0,0.0,0.0
1247,Medium Risk,0,0.6620415449142456,90.05,54.0,1,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.27752792835235596,0.38451361656188965,324.17999999999995,831.0108281135558,1.5634241104125979
1248,Low Risk,0,0.35940712690353394,80.65,58.0,0,1,1,1,0,contract_1y,Jahresvertrag 1J (-10%),0.1590135544538498,0.20039357244968414,193.56000000000003,387.8817988336086,1.0039357244968412
1249,High Risk,1,0.8937589526176453,69.75,1.0,0,0,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.33626359701156616,0.5574953556060791,251.10000000000002,933.2472252845764,2.716635704040527
1250,Medium Risk,1,0.6838443875312805,72.15,10.0,0,0,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.1837494969367981,0.5000948905944824,259.74,865.9643125534058,2.3339659372965493
1251,Medium Risk,0,0.5725038647651672,30.5,4.0,0,1,0,1,1,contract_2y,Jahresvertrag 2J (-15%),0.15278999507427216,0.4197138696908951,109.80000000000001,307.2305526137352,1.7980924646059668
1252,High Risk,0,0.8814600706100464,79.75,9.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.3494263291358948,0.5320337414741516,287.1,1018.3125811815262,2.5468916098276773
1253,Low Risk,0,0.3443926274776459,103.4,50.0,0,1,1,0,0,none,Kein pos. ROI verfuegbar,0.3443926274776459,0.0,0.0,0.0,0.0
1254,High Risk,1,0.9141658544540405,80.5,1.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.43170270323753357,0.48246315121650696,289.79999999999995,932.1188081502914,2.216421008110047
1255,Low Risk,0,0.08050956577062607,114.9,68.0,0,1,1,0,0,none,Kein pos. ROI verfuegbar,0.08050956577062607,0.0,0.0,0.0,0.0
1256,Medium Risk,1,0.6342877149581909,95.6,16.0,0,0,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.13597728312015533,0.4983104318380356,344.15999999999997,1143.3234548091887,2.3220695455869036
1257,Medium Risk,0,0.4946884512901306,105.75,40.0,0,1,1,0,0,none,Kein pos. ROI verfuegbar,0.4946884512901306,0.0,0.0,0.0,0.0
1258,Low Risk,1,0.16049793362617493,82.45,54.0,1,1,0,0,0,none,Kein pos. ROI verfuegbar,0.16049793362617493,0.0,0.0,0.0,0.0
1259,Low Risk,0,0.0384327732026577,65.7,66.0,0,1,0,0,0,none,Kein pos. ROI verfuegbar,0.0384327732026577,0.0,0.0,0.0,0.0
1260,Low Risk,0,0.23699648678302765,95.7,52.0,0,0,1,0,0,none,Kein pos. ROI verfuegbar,0.23699648678302765,0.0,0.0,0.0,0.0
1261,Low Risk,0,0.029992878437042236,20.65,48.0,0,0,0,0,0,none,Kein pos. ROI verfuegbar,0.029992878437042236,0.0,0.0,0.0,0.0
1262,Low Risk,0,0.030710410326719284,19.45,13.0,0,0,0,0,0,none,Kein pos. ROI verfuegbar,0.030710410326719284,0.0,0.0,0.0,0.0
1263,High Risk,0,0.9491536021232605,100.15,8.0,1,1,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.7576891779899597,0.19146442413330078,360.54,460.20388984680176,0.27642949422200513
1264,Low Risk,0,0.02274477295577526,69.95,54.0,0,1,0,0,0,none,Kein pos. ROI verfuegbar,0.02274477295577526,0.0,0.0,0.0,0.0
1265,Low Risk,0,0.013859639875590801,20.6,63.0,0,0,0,0,0,none,Kein pos. ROI verfuegbar,0.013859639875590801,0.0,0.0,0.0,0.0
1266,Low Risk,0,0.28383874893188477,55.0,46.0,0,1,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.07095678895711899,0.21288195997476578,198.0,281.0041871666908,0.41921306649843854
1267,Low Risk,0,0.22483417391777039,20.5,2.0,0,0,0,0,0,none,Kein pos. ROI verfuegbar,0.22483417391777039,0.0,0.0,0.0,0.0
1268,Medium Risk,1,0.6819517612457275,96.2,32.0,0,1,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.20286929607391357,0.47908246517181396,346.32,1106.105595588684,2.1938831011454267
1269,Low Risk,0,0.13565409183502197,65.4,44.0,0,1,0,0,1,none,Kein pos. ROI verfuegbar,0.13565409183502197,0.0,0.0,0.0,0.0
1270,Low Risk,0,0.08672283589839935,81.35,67.0,0,1,0,0,0,none,Kein pos. ROI verfuegbar,0.08672283589839935,0.0,0.0,0.0,0.0
1271,Low Risk,0,0.05148760601878166,24.45,58.0,0,0,0,0,0,none,Kein pos. ROI verfuegbar,0.05148760601878166,0.0,0.0,0.0,0.0
1272,Medium Risk,0,0.5901927351951599,108.8,65.0,0,0,1,1,0,support_bundle,Support-Paket (-8%),0.3846479058265686,0.2055448293685913,208.89600000000002,536.7186584472656,1.5693103671073911
1273,High Risk,1,0.9430740475654602,77.15,1.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.506494402885437,0.4365796446800232,277.74,808.3708700895311,1.9105309645334883
1274,High Risk,1,0.8686209917068481,50.75,1.0,0,0,0,1,1,contract_2y,Jahresvertrag 2J (-15%),0.37531140446662903,0.4933095872402191,182.7,600.8510772585869,2.288730581601461
1275,High Risk,0,0.9564624428749084,84.6,1.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.5642307996749878,0.39223164319992065,304.56,796.3871283531189,1.6148776213328044
1276,Medium Risk,0,0.4551216661930084,105.05,67.0,1,1,1,0,1,none,Kein pos. ROI verfuegbar,0.4551216661930084,0.0,0.0,0.0,0.0
1277,Low Risk,0,0.16593511402606964,55.8,48.0,0,0,0,0,0,none,Kein pos. ROI verfuegbar,0.16593511402606964,0.0,0.0,0.0,0.0
1278,Low Risk,1,0.28565239906311035,106.1,28.0,0,1,1,0,1,none,Kein pos. ROI verfuegbar,0.28565239906311035,0.0,0.0,0.0,0.0
1279,Low Risk,0,0.22369597852230072,54.75,27.0,0,1,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.0345546193420887,0.18914135918021202,197.10000000000002,248.5317459627986,0.26094239453474666
1280,Medium Risk,0,0.5665992498397827,49.5,6.0,0,1,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.11536791920661926,0.45123133063316345,178.2,536.0628207921982,2.0082088708877563
1281,Low Risk,0,0.04087738320231438,62.65,68.0,0,1,0,0,0,none,Kein pos. ROI verfuegbar,0.04087738320231438,0.0,0.0,0.0,0.0
1282,High Risk,1,0.9100584983825684,105.35,3.0,0,0,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.6801830530166626,0.22987544536590576,379.26,581.2170760631561,0.5325029691060384
