customer_idx,risk_segment,y_true,p_churn_original,monthly_charges,tenure,is_senior_alone,has_support,internet_fiber,contract_m2m,payment_echeck,discount_id,discount_label,p_churn_after,retention_lift,cost_annual,expected_cost,revenue_saved,roi
956,Low Risk,0,0.31808874011039734,19.05,1.0,0,0,0,1,0,below_threshold,Kein Angebot (Niedrigrisiko),0.31808874011039734,0.0,0.0,0.0,0.0,0.0
957,High Risk,0,0.8098923563957214,74.6,3.0,0,0,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.22188659012317657,0.5880057662725449,268.56,130.56799999999998,315.82965718030925,1.4188902118460058
958,Medium Risk,0,0.506240725517273,50.85,9.0,0,0,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.10199448466300964,0.4042462408542633,183.06,54.918,148.0026337015629,1.6949749390284223
959,Medium Risk,0,0.5477742552757263,26.05,21.0,0,0,0,1,1,contract_2y,Jahresvertrag 2J (-15%),0.1319313496351242,0.4158429056406021,93.78,28.134,77.99549538195134,1.7722860376040144
960,Medium Risk,0,0.4306851625442505,28.5,21.0,0,1,0,1,1,contract_2y,Jahresvertrag 2J (-15%),0.10065267235040665,0.33003249019384384,102.6,30.779999999999998,67.72266698777675,1.2002166012922921
961,Low Risk,0,0.016728201881051064,19.85,29.0,0,0,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.016728201881051064,0.0,0.0,0.0,0.0,0.0
962,Low Risk,0,0.17333661019802094,20.05,22.0,0,0,0,1,0,below_threshold,Kein Angebot (Niedrigrisiko),0.17333661019802094,0.0,0.0,0.0,0.0,0.0
963,High Risk,1,0.8984372615814209,25.2,1.0,1,0,0,1,1,none,Kein pos. ROI verfuegbar,0.8984372615814209,0.0,0.0,0.0,0.0,0.0
964,Low Risk,0,0.033899787813425064,19.35,29.0,0,0,0,1,0,below_threshold,Kein Angebot (Niedrigrisiko),0.033899787813425064,0.0,0.0,0.0,0.0,0.0
965,High Risk,1,0.7440208792686462,76.25,37.0,1,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.2707207202911377,0.47330015897750854,274.5,132.35,259.84178727865213,0.9632926881651088
966,Medium Risk,1,0.4731483459472656,115.65,70.0,0,1,1,0,0,none,Kein pos. ROI verfuegbar,0.4731483459472656,0.0,0.0,0.0,0.0,0.0
967,Low Risk,0,0.09069868922233582,19.1,3.0,0,0,0,1,0,below_threshold,Kein Angebot (Niedrigrisiko),0.09069868922233582,0.0,0.0,0.0,0.0,0.0
968,Low Risk,0,0.2018919140100479,45.2,41.0,0,0,0,1,0,below_threshold,Kein Angebot (Niedrigrisiko),0.2018919140100479,0.0,0.0,0.0,0.0,0.0
969,High Risk,1,0.9136777520179749,94.4,9.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.48019739985466003,0.4334803521633148,339.84000000000003,151.952,294.6279257583618,0.9389539180686125
970,Medium Risk,1,0.4257909953594208,40.0,5.0,0,1,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.07788863778114319,0.3479023575782776,144.0,43.199999999999996,100.19587898254395,1.3193490505218508
971,Low Risk,0,0.2958979606628418,20.75,2.0,0,0,0,1,0,below_threshold,Kein Angebot (Niedrigrisiko),0.2958979606628418,0.0,0.0,0.0,0.0,0.0
972,High Risk,0,0.914166271686554,84.0,5.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.43095025420188904,0.4832160174846649,302.4,140.71999999999997,292.24904737472536,1.076812445812432
973,High Risk,1,0.729051947593689,76.45,17.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.2186730057001114,0.5103789418935776,275.21999999999997,132.56599999999997,280.9329847759008,1.1191933435111634
974,High Risk,0,0.9232914447784424,74.3,1.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.47469452023506165,0.44859692454338074,267.48,130.244,239.98141075372695,0.8425525226016319
975,Low Risk,0,0.1253715306520462,61.4,32.0,0,1,0,1,0,below_threshold,Kein Angebot (Niedrigrisiko),0.1253715306520462,0.0,0.0,0.0,0.0,0.0
976,Low Risk,0,0.3461613655090332,48.8,14.0,0,1,0,1,0,below_threshold,Kein Angebot (Niedrigrisiko),0.3461613655090332,0.0,0.0,0.0,0.0,0.0
977,Low Risk,0,0.3884878158569336,54.8,9.0,0,1,0,1,0,below_threshold,Kein Angebot (Niedrigrisiko),0.3884878158569336,0.0,0.0,0.0,0.0,0.0
978,Low Risk,0,0.05144545063376427,70.1,48.0,0,1,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.05144545063376427,0.0,0.0,0.0,0.0,0.0
979,High Risk,0,0.786587119102478,103.65,45.0,0,1,1,1,0,none,Kein pos. ROI verfuegbar,0.786587119102478,0.0,0.0,0.0,0.0,0.0
980,Low Risk,0,0.06942146271467209,24.6,24.0,0,0,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.06942146271467209,0.0,0.0,0.0,0.0,0.0
981,High Risk,0,0.9371732473373413,85.0,1.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.4678497612476349,0.4693234860897064,306.0,141.8,287.2259734869003,1.0255710401050793
982,Low Risk,0,0.16669675707817078,84.25,55.0,0,1,1,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.16669675707817078,0.0,0.0,0.0,0.0,0.0
983,Low Risk,0,0.2547787129878998,19.9,19.0,0,0,0,1,0,below_threshold,Kein Angebot (Niedrigrisiko),0.2547787129878998,0.0,0.0,0.0,0.0,0.0
984,Medium Risk,0,0.6609775424003601,49.0,15.0,0,0,0,1,1,contract_2y,Jahresvertrag 2J (-15%),0.1968359500169754,0.4641415923833847,176.39999999999998,52.919999999999995,163.74915379285812,2.0942772825558986
985,Low Risk,0,0.3657650053501129,19.25,1.0,0,0,0,1,1,below_threshold,Kein Angebot (Niedrigrisiko),0.3657650053501129,0.0,0.0,0.0,0.0,0.0
986,Low Risk,0,0.2087022364139557,78.75,53.0,0,1,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.2087022364139557,0.0,0.0,0.0,0.0,0.0
987,High Risk,1,0.7066469788551331,100.6,57.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.33769357204437256,0.3689534068107605,362.15999999999997,158.64799999999997,267.24033162117,0.6844859791561827
988,Medium Risk,0,0.44567248225212097,89.15,46.0,0,1,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.09415539354085922,0.35151708871126175,320.94,96.282,225.6317889019847,1.3434472580750785
989,Medium Risk,1,0.6981216669082642,78.1,12.0,0,0,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.15524527430534363,0.5428763926029205,281.15999999999997,84.34799999999998,305.2702530884743,2.619175950686138
990,Medium Risk,1,0.6746647953987122,74.3,16.0,0,0,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.14696747064590454,0.5276973247528076,267.48,80.244,282.29696084976194,2.5179821650187173
991,Low Risk,0,0.021270494908094406,26.0,70.0,0,0,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.021270494908094406,0.0,0.0,0.0,0.0,0.0
992,Low Risk,0,0.32185885310173035,109.8,56.0,0,1,1,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.32185885310173035,0.0,0.0,0.0,0.0,0.0
993,Medium Risk,0,0.5736713409423828,98.25,50.0,0,0,1,0,1,support_bundle,Support-Paket (-8%),0.4395033121109009,0.13416802883148193,188.64000000000001,56.592000000000006,94.91046359539031,0.6771003603935238
994,Low Risk,0,0.012948378920555115,81.0,72.0,0,1,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.012948378920555115,0.0,0.0,0.0,0.0,0.0
995,Low Risk,0,0.24133731424808502,48.8,19.0,0,1,0,1,0,below_threshold,Kein Angebot (Niedrigrisiko),0.24133731424808502,0.0,0.0,0.0,0.0,0.0
996,High Risk,1,0.8340035676956177,100.05,34.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.38350409269332886,0.4504994750022888,360.17999999999995,158.05399999999997,324.5218018126488,1.053233716404829
997,Medium Risk,0,0.6043035984039307,79.85,24.0,0,0,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.10864026099443436,0.4956633374094963,287.46,86.23799999999999,284.9667659434676,2.304422249396642
998,Medium Risk,0,0.42980116605758667,59.1,7.0,0,1,0,0,1,none,Kein pos. ROI verfuegbar,0.42980116605758667,0.0,0.0,0.0,0.0,0.0
999,High Risk,1,0.8656765818595886,41.15,3.0,1,0,0,1,1,contract_2y,Jahresvertrag 2J (-15%),0.4517866373062134,0.41388994455337524,148.14,94.442,122.627312772274,0.29844044781213874
1000,Medium Risk,0,0.6542359590530396,89.55,67.0,0,0,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.23117029666900635,0.4230656623840332,322.38,96.714,272.7758164787292,1.8204377492268877
1001,Low Risk,0,0.03862796351313591,19.5,11.0,0,0,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.03862796351313591,0.0,0.0,0.0,0.0,0.0
1002,Low Risk,0,0.038284577429294586,26.25,22.0,0,0,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.038284577429294586,0.0,0.0,0.0,0.0,0.0
1003,Low Risk,0,0.030217353254556656,24.25,43.0,0,0,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.030217353254556656,0.0,0.0,0.0,0.0,0.0
1004,Low Risk,0,0.08936834335327148,92.15,69.0,0,1,1,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.08936834335327148,0.0,0.0,0.0,0.0,0.0
1005,Low Risk,0,0.1515798270702362,92.3,62.0,0,1,1,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.1515798270702362,0.0,0.0,0.0,0.0,0.0
1006,Low Risk,0,0.24065431952476501,39.55,9.0,0,1,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.24065431952476501,0.0,0.0,0.0,0.0,0.0
1007,Low Risk,0,0.04352738335728645,26.1,34.0,0,0,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.04352738335728645,0.0,0.0,0.0,0.0,0.0
1008,Low Risk,0,0.3741104304790497,54.25,47.0,0,0,0,1,1,below_threshold,Kein Angebot (Niedrigrisiko),0.3741104304790497,0.0,0.0,0.0,0.0,0.0
1009,High Risk,1,0.8171543478965759,83.9,3.0,0,1,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.22154565155506134,0.5956086963415146,302.04,140.61200000000002,359.7953012859822,1.558780909779977
1010,Medium Risk,1,0.5110660195350647,97.35,36.0,0,0,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.10269948095083237,0.40836653858423233,350.46,105.13799999999999,286.2322742244601,1.7224435905615492
1011,Medium Risk,0,0.6206963658332825,95.9,22.0,0,1,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.14759217202663422,0.47310419380664825,345.24,103.572,326.66898373961453,2.1540279587109885
1012,Low Risk,0,0.024804485961794853,61.05,33.0,0,1,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.024804485961794853,0.0,0.0,0.0,0.0,0.0
1013,Low Risk,0,0.028967564925551414,19.7,66.0,0,0,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.028967564925551414,0.0,0.0,0.0,0.0,0.0
1014,Medium Risk,1,0.6889492273330688,84.7,10.0,0,1,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.12811948359012604,0.5608297437429428,304.92,91.476,342.01641092419624,2.7388649582862854
1015,Low Risk,0,0.011170870624482632,19.55,43.0,0,0,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.011170870624482632,0.0,0.0,0.0,0.0,0.0
1016,Low Risk,0,0.2736794650554657,64.9,23.0,0,0,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.2736794650554657,0.0,0.0,0.0,0.0,0.0
1017,Medium Risk,0,0.4197487235069275,105.7,71.0,0,0,1,0,0,support_bundle,Support-Paket (-8%),0.19561824202537537,0.22413048148155212,202.944,60.883199999999995,170.57226162672043,1.801631018519402
1018,Medium Risk,0,0.6473820209503174,54.8,13.0,1,0,0,1,1,contract_2y,Jahresvertrag 2J (-15%),0.21556977927684784,0.43181224167346954,197.27999999999997,59.18399999999999,170.3758380746841,1.8787482778231301
1019,Medium Risk,0,0.566426694393158,81.3,41.0,0,1,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.11381863057613373,0.45260806381702423,292.67999999999995,87.80399999999999,264.9386562359333,2.0173870921134953
1020,Medium Risk,1,0.5770678520202637,84.15,32.0,0,0,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.11823413521051407,0.4588337168097496,302.94,90.88199999999999,277.9981723406911,2.058891445398331
1021,Low Risk,0,0.08338840305805206,108.15,62.0,0,1,1,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.08338840305805206,0.0,0.0,0.0,0.0,0.0
1022,Medium Risk,1,0.6902658343315125,20.1,1.0,0,0,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.170498326420784,0.5197675079107285,72.36,21.708,75.22075374484062,2.4651167194048567
1023,Low Risk,0,0.005651614163070917,25.0,72.0,0,0,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.005651614163070917,0.0,0.0,0.0,0.0,0.0
1024,Low Risk,1,0.0614209920167923,19.0,12.0,0,0,0,1,0,below_threshold,Kein Angebot (Niedrigrisiko),0.0614209920167923,0.0,0.0,0.0,0.0,0.0
1025,High Risk,0,0.871784508228302,100.65,22.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.6053465008735657,0.26643800735473633,362.34000000000003,158.702,193.08229516983033,0.21663429049306457
1026,Medium Risk,0,0.4837135076522827,45.5,6.0,0,0,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.09162812680006027,0.39208538085222244,163.8,49.14,128.44717076718808,1.6139025390148165
1027,Low Risk,0,0.056313011795282364,65.5,8.0,0,1,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.056313011795282364,0.0,0.0,0.0,0.0,0.0
1028,Medium Risk,1,0.5141046643257141,94.5,28.0,0,1,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.09261654317378998,0.42148812115192413,340.2,102.05999999999999,286.78051763176916,1.8099208076794941
1029,Low Risk,0,0.2764074504375458,90.65,57.0,0,0,1,0,1,below_threshold,Kein Angebot (Niedrigrisiko),0.2764074504375458,0.0,0.0,0.0,0.0,0.0
1030,Low Risk,0,0.2536352574825287,19.8,15.0,0,0,0,1,0,below_threshold,Kein Angebot (Niedrigrisiko),0.2536352574825287,0.0,0.0,0.0,0.0,0.0
1031,Low Risk,0,0.28725671768188477,93.15,67.0,0,0,1,0,1,below_threshold,Kein Angebot (Niedrigrisiko),0.28725671768188477,0.0,0.0,0.0,0.0,0.0
1032,High Risk,1,0.8440243601799011,83.55,8.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.27837705612182617,0.565647304058075,300.78,140.23399999999998,340.2707922291756,1.4264500208877706
1033,Medium Risk,0,0.691195011138916,50.35,6.0,0,0,0,1,1,contract_2y,Jahresvertrag 2J (-15%),0.22668467462062836,0.46451033651828766,181.26,54.37799999999999,168.39428719460963,2.0967355767885847
1034,Medium Risk,0,0.5432592630386353,20.6,1.0,0,0,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.11213865876197815,0.4311206042766571,74.16000000000001,22.248,63.94380802631379,1.8741373618443806
1035,Low Risk,0,0.39585086703300476,19.95,3.0,0,0,0,1,0,below_threshold,Kein Angebot (Niedrigrisiko),0.39585086703300476,0.0,0.0,0.0,0.0,0.0
1036,Medium Risk,1,0.6589769721031189,90.7,18.0,0,0,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.12950554490089417,0.5294714272022247,326.52,97.95599999999999,345.7660208201408,2.529809514681498
1037,High Risk,0,0.781690776348114,80.0,3.0,0,1,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.2028210163116455,0.5788697600364685,288.0,136.39999999999998,333.42898178100586,1.4444940013270229
1038,Medium Risk,0,0.42712563276290894,54.2,32.0,0,0,0,1,1,contract_2y,Jahresvertrag 2J (-15%),0.0981723964214325,0.32895323634147644,195.12,58.536,128.37071094989776,1.1930215756098428
1039,Medium Risk,0,0.6148223280906677,72.25,37.0,0,0,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.13852690160274506,0.47629542648792267,260.1,78.03,247.76888085901737,2.1753028432528176
1040,Low Risk,0,0.07982514053583145,25.25,42.0,0,0,0,0,1,below_threshold,Kein Angebot (Niedrigrisiko),0.07982514053583145,0.0,0.0,0.0,0.0,0.0
1041,Low Risk,0,0.3779870569705963,108.5,64.0,0,1,1,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.3779870569705963,0.0,0.0,0.0,0.0,0.0
1042,Medium Risk,0,0.42278000712394714,109.05,65.0,1,1,1,0,1,payment_switch,Kreditkarten-Umstieg,0.3724769353866577,0.05030307173728943,120.0,36.0,39.495959805250166,0.0971099945902824
1043,Low Risk,0,0.256698876619339,74.85,44.0,1,1,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.256698876619339,0.0,0.0,0.0,0.0,0.0
1044,Low Risk,0,0.018555883318185806,20.45,49.0,0,0,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.018555883318185806,0.0,0.0,0.0,0.0,0.0
1045,Low Risk,0,0.008386022411286831,71.45,72.0,0,1,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.008386022411286831,0.0,0.0,0.0,0.0,0.0
1046,Medium Risk,1,0.5045609474182129,41.6,11.0,0,0,0,0,1,support_bundle,Support-Paket (-8%),0.3571160137653351,0.1474449336528778,79.87200000000001,23.961600000000004,44.162706527709965,0.8430616706609724
1047,Medium Risk,0,0.518548309803009,55.3,16.0,0,0,0,1,1,contract_2y,Jahresvertrag 2J (-15%),0.14190392196178436,0.37664438784122467,199.07999999999998,59.72399999999999,149.964729462862,1.5109625856081648
1048,Low Risk,0,0.12316856533288956,25.25,39.0,0,0,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.12316856533288956,0.0,0.0,0.0,0.0,0.0
1049,High Risk,1,0.8741540908813477,85.6,10.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.3502434492111206,0.523910641670227,308.15999999999997,142.44799999999998,322.89660667419435,1.2667682710476411
1050,Low Risk,0,0.078260637819767,20.1,18.0,0,0,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.078260637819767,0.0,0.0,0.0,0.0,0.0
1051,Medium Risk,0,0.44798609614372253,100.55,43.0,0,0,1,0,0,support_bundle,Support-Paket (-8%),0.3288832902908325,0.11910280585289001,193.056,57.9168,86.22566732525824,0.4887850731611249
1052,Medium Risk,0,0.617726743221283,69.95,3.0,0,0,0,0,1,support_bundle,Support-Paket (-8%),0.44793960452079773,0.16978713870048523,134.304,40.291199999999996,85.51159453511238,1.1223392337560656
1053,Medium Risk,0,0.5625891089439392,19.55,1.0,0,0,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.12466821819543839,0.4379208907485008,70.38,21.113999999999997,61.64174458175897,1.9194726049900057
1054,Medium Risk,0,0.44478973746299744,54.55,16.0,0,1,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.08499817550182343,0.359791561961174,196.38,58.913999999999994,141.3117338758707,1.3986104130744934
1055,Medium Risk,0,0.654700517654419,94.2,29.0,0,1,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.17573696374893188,0.47896355390548706,339.12,101.736,324.85224080085754,2.1930903593699136
1056,Low Risk,0,0.1400509774684906,56.05,26.0,0,0,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.1400509774684906,0.0,0.0,0.0,0.0,0.0
1057,Low Risk,0,0.014802372083067894,82.65,72.0,0,1,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.014802372083067894,0.0,0.0,0.0,0.0,0.0
1058,High Risk,0,0.703234076499939,50.75,1.0,0,1,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.15407994389533997,0.549154132604599,182.7,104.81,200.66092005372047,0.9145207523492078
1059,Low Risk,0,0.01587790437042713,20.0,68.0,1,0,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.01587790437042713,0.0,0.0,0.0,0.0,0.0
1060,High Risk,0,0.9429122805595398,84.05,2.0,1,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.5695222616195679,0.3733900189399719,302.58,140.774,225.9607038617134,0.6051309464937659
1061,Medium Risk,0,0.48188579082489014,84.9,69.0,0,1,1,1,0,contract_1y,Jahresvertrag 1J (-10%),0.22291059792041779,0.25897519290447235,203.76,61.12799999999999,158.30635591864586,1.589751929044724
1062,Low Risk,0,0.025326691567897797,19.9,49.0,0,0,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.025326691567897797,0.0,0.0,0.0,0.0,0.0
1063,High Risk,1,0.827483057975769,44.55,4.0,0,0,0,1,1,contract_2y,Jahresvertrag 2J (-15%),0.3577439785003662,0.46973907947540283,160.38,98.114,150.67350713253018,0.535698342056487
1064,Low Risk,0,0.12979592382907867,75.75,55.0,0,1,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.12979592382907867,0.0,0.0,0.0,0.0,0.0
1065,Medium Risk,0,0.48355674743652344,90.55,31.0,0,1,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.07704754173755646,0.406509205698967,325.98,97.794,265.02774174749845,1.710061371326446
1066,Low Risk,0,0.028335532173514366,104.9,72.0,0,1,1,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.028335532173514366,0.0,0.0,0.0,0.0,0.0
1067,Low Risk,0,0.022313065826892853,25.75,52.0,0,0,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.022313065826892853,0.0,0.0,0.0,0.0,0.0
1068,Medium Risk,1,0.6780275106430054,76.65,17.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.1683095544576645,0.5097179561853409,275.94,82.782,281.303145659566,2.3981197079022736
1069,Low Risk,0,0.01551668718457222,24.4,61.0,0,0,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.01551668718457222,0.0,0.0,0.0,0.0,0.0
1070,High Risk,1,0.9236195087432861,93.9,5.0,0,0,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.49521344900131226,0.4284060597419739,338.04,151.412,289.6367688703537,0.9129049802548919
1071,Low Risk,0,0.3282300531864166,109.1,58.0,0,1,1,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.3282300531864166,0.0,0.0,0.0,0.0,0.0
1072,Low Risk,0,0.14353546500205994,63.7,36.0,0,1,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.14353546500205994,0.0,0.0,0.0,0.0,0.0
1073,High Risk,1,0.7810431718826294,91.25,26.0,1,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.2949017882347107,0.4861413836479187,328.5,148.55,319.39488905668253,1.1500833999103501
1074,Medium Risk,1,0.5858696699142456,20.05,1.0,0,0,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.13060349225997925,0.45526617765426636,72.17999999999999,21.653999999999996,65.72222540616988,2.0351078510284424
1075,Medium Risk,0,0.5625891089439392,19.55,1.0,0,0,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.12466821819543839,0.4379208907485008,70.38,21.113999999999997,61.64174458175897,1.9194726049900057
1076,Low Risk,0,0.2603311240673065,81.7,31.0,0,1,1,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.2603311240673065,0.0,0.0,0.0,0.0,0.0
1077,Medium Risk,1,0.5383539795875549,51.55,15.0,0,0,0,1,1,contract_2y,Jahresvertrag 2J (-15%),0.1506720334291458,0.3876819461584091,185.57999999999998,55.67399999999999,143.8920311361551,1.5845463077227275
1078,Medium Risk,1,0.5381006002426147,81.7,12.0,0,1,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.08776386827230453,0.4503367319703102,294.12,88.236,264.9060792142153,2.0022448798020687
1079,Low Risk,0,0.13309277594089508,81.2,63.0,0,1,1,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.13309277594089508,0.0,0.0,0.0,0.0,0.0
1080,Medium Risk,0,0.4931286871433258,51.0,5.0,0,1,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.08619170635938644,0.40693698078393936,183.6,55.08,149.42725934386254,1.7129132052262628
1081,Low Risk,0,0.16192741692066193,50.15,35.0,0,0,0,1,0,below_threshold,Kein Angebot (Niedrigrisiko),0.16192741692066193,0.0,0.0,0.0,0.0,0.0
1082,Medium Risk,0,0.4399397671222687,50.5,52.0,1,1,0,1,1,contract_1y,Jahresvertrag 1J (-10%),0.23071131110191345,0.20922845602035522,121.20000000000002,36.36000000000001,76.07546660900117,1.092284560203552
1083,Medium Risk,1,0.688720166683197,73.75,12.0,0,0,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.13909325003623962,0.5496269166469574,265.5,79.64999999999999,291.8518927395344,2.6641794443130498
1084,Medium Risk,1,0.6406060457229614,75.0,8.0,0,1,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.12887828052043915,0.5117277652025223,270.0,81.0,276.33299320936203,2.4115184346834817
1085,Low Risk,0,0.09626714885234833,99.0,64.0,0,1,1,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.09626714885234833,0.0,0.0,0.0,0.0,0.0
1086,Medium Risk,1,0.47366034984588623,50.25,42.0,0,0,0,1,1,contract_2y,Jahresvertrag 2J (-15%),0.12160741537809372,0.3520529344677925,180.89999999999998,54.26999999999999,127.37275169044733,1.3470195631186173
1087,Low Risk,0,0.2006063610315323,55.7,55.0,0,1,0,1,1,below_threshold,Kein Angebot (Niedrigrisiko),0.2006063610315323,0.0,0.0,0.0,0.0,0.0
1088,Medium Risk,0,0.6373674869537354,48.95,6.0,0,0,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.14559167623519897,0.4917758107185364,176.22,52.866,173.32146672964095,2.278505404790242
1089,Low Risk,0,0.24277296662330627,61.9,44.0,0,1,0,1,0,below_threshold,Kein Angebot (Niedrigrisiko),0.24277296662330627,0.0,0.0,0.0,0.0,0.0
1090,Low Risk,0,0.25478479266166687,104.0,69.0,0,1,1,0,1,below_threshold,Kein Angebot (Niedrigrisiko),0.25478479266166687,0.0,0.0,0.0,0.0,0.0
1091,Low Risk,0,0.0272475965321064,19.75,39.0,0,0,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.0272475965321064,0.0,0.0,0.0,0.0,0.0
1092,Low Risk,0,0.009896610863506794,61.2,72.0,0,1,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.009896610863506794,0.0,0.0,0.0,0.0,0.0
1093,Low Risk,0,0.03039887174963951,25.55,53.0,0,0,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.03039887174963951,0.0,0.0,0.0,0.0,0.0
1094,Low Risk,0,0.02527175098657608,64.55,70.0,0,1,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.02527175098657608,0.0,0.0,0.0,0.0,0.0
1095,High Risk,1,0.7870498299598694,50.45,1.0,0,0,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.23614002764225006,0.5509098023176193,181.62,104.48599999999999,200.11247659385202,0.9152085120863278
1096,Low Risk,0,0.023854108527302742,20.15,10.0,0,0,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.023854108527302742,0.0,0.0,0.0,0.0,0.0
1097,Low Risk,0,0.25506529211997986,45.85,27.0,0,0,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.25506529211997986,0.0,0.0,0.0,0.0,0.0
